Cloud Cover,Humidity,Pressure,Global Radiation,Precipitation,Sunshine,Temperature,Picnic
2.0,0.89,1.0318,0.69,0.0,7.2,1.5,False
3.0,0.82,1.0254,0.7,0.0,6.8,2.5,False
3.0,0.82,1.0213,0.66,0.0,5.2,2.6,False
7.0,0.91,0.998,0.12,0.79,0.0,3.3,False
7.0,0.83,1.0193,0.33,0.68,0.5,4.8,False
8.0,0.84,1.035,0.22,0.0,0.0,2.4,False
6.0,0.82,1.0351,0.33,0.0,0.9,1.1,False
8.0,0.86,1.0329,0.22,0.14,0.0,2.3,False
8.0,0.94,1.0311,0.22,0.05,0.0,4.4,False
8.0,0.73,1.0204,0.54,0.44,2.6,6.5,False
8.0,0.8,1.0037,0.31,0.07,0.0,0.5,False
3.0,0.72,1.0238,0.94,0.2,7.0,-5.8,False
7.0,0.83,1.0168,0.55,0.2,0.9,-0.8,False
8.0,0.8,1.0014,0.22,1.07,0.0,4.9,False
8.0,0.88,0.9978,0.37,1.45,0.7,0.4,False
7.0,0.79,1.0089,0.7,0.01,2.4,0.1,False
8.0,0.79,1.0255,0.42,0.0,0.0,1.5,False
8.0,0.83,1.0214,0.38,0.0,0.0,1.3,False
7.0,0.83,1.0238,0.69,0.0,3.2,-0.1,False
8.0,0.72,1.0273,0.34,0.0,0.0,0.3,False
8.0,0.66,1.0253,0.33,0.0,0.0,-3.0,False
8.0,0.69,1.0269,0.47,0.0,0.0,-4.0,False
4.0,0.63,1.0302,1.02,0.0,6.1,-2.5,False
7.0,0.63,1.0296,0.42,0.0,0.1,-2.6,False
4.0,0.59,1.0304,1.0,0.0,5.5,-2.4,False
0.0,0.61,1.019,1.28,0.0,8.9,-2.7,False
0.0,0.69,1.0165,1.28,0.0,8.7,-2.0,False
0.0,0.69,1.0221,1.25,0.0,8.2,-0.1,False
1.0,0.58,1.0218,1.38,0.0,8.7,3.8,False
4.0,0.56,1.0185,1.27,0.0,7.5,5.4,False
6.0,0.59,1.025,1.27,0.0,7.1,8.4,False
8.0,0.66,1.0208,1.13,0.24,4.1,9.5,False
6.0,0.82,1.0156,0.57,0.52,1.4,7.3,False
3.0,0.64,1.0187,1.46,0.0,8.4,10.3,False
5.0,0.69,1.0231,1.48,0.0,8.0,6.3,False
6.0,0.67,1.026,1.21,0.0,4.4,6.8,False
6.0,0.59,1.0263,1.49,0.0,6.1,8.8,False
1.0,0.53,1.027,1.74,0.0,10.5,10.8,True
7.0,0.44,1.022,1.28,0.0,4.3,14.2,True
6.0,0.67,1.0242,0.26,0.37,0.0,10.3,False
7.0,0.72,1.0303,1.22,0.0,4.0,7.0,False
0.0,0.48,1.0289,1.88,0.0,11.0,5.0,False
1.0,0.56,1.0344,1.76,0.0,9.0,3.7,False
0.0,0.52,1.0378,1.88,0.0,10.9,4.6,False
4.0,0.53,1.0323,1.8,0.0,10.5,5.7,False
0.0,0.65,1.029,1.78,0.0,8.6,5.9,False
1.0,0.53,1.0249,1.96,0.0,10.7,8.0,False
0.0,0.54,1.0228,1.86,0.0,10.1,6.6,False
0.0,0.5,1.0278,1.91,0.0,10.6,10.9,True
1.0,0.46,1.0179,2.0,0.0,10.5,11.6,True
7.0,0.47,1.0167,1.7,0.0,6.5,12.7,True
7.0,0.54,1.0136,0.96,0.02,0.0,14.6,False
6.0,0.68,1.0195,1.22,0.0,2.7,11.6,False
3.0,0.52,1.0173,2.08,1.16,10.0,10.6,False
7.0,0.72,1.009,1.27,0.13,2.8,6.6,False
6.0,0.66,1.0182,0.89,0.0,0.5,4.9,False
3.0,0.65,1.0261,1.45,0.0,3.5,4.6,False
3.0,0.59,1.0235,2.25,0.0,11.8,6.6,False
5.0,0.47,1.0209,1.66,0.0,4.3,6.0,False
5.0,0.44,1.022,1.79,0.0,6.3,2.2,False
1.0,0.4,1.02,2.33,0.0,11.4,2.6,False
8.0,0.85,1.0066,0.56,1.12,0.7,0.8,False
6.0,0.69,1.0116,2.21,0.04,7.6,4.9,False
3.0,0.6,1.0194,2.6,0.0,10.9,10.8,True
7.0,0.46,1.0151,2.21,0.0,10.2,13.9,True
0.0,0.48,1.0179,2.61,0.0,12.4,13.9,True
1.0,0.46,1.0196,2.61,0.0,12.3,15.5,True
1.0,0.42,1.0205,2.67,0.0,12.1,12.8,True
7.0,0.63,1.0087,2.09,0.0,5.6,11.8,True
6.0,0.67,1.0137,2.17,0.18,6.8,13.2,False
5.0,0.72,1.0143,2.65,0.0,9.7,14.1,True
4.0,0.7,1.0139,2.54,0.0,9.3,13.5,True
1.0,0.56,1.0159,2.69,0.0,11.8,15.2,True
6.0,0.6,1.0158,1.67,0.0,3.2,13.9,True
6.0,0.49,1.0086,2.44,0.02,7.6,17.9,False
8.0,0.82,1.0141,0.34,1.33,0.0,14.1,False
6.0,0.65,1.0215,2.24,0.0,6.5,13.1,True
8.0,0.74,1.0166,0.97,2.18,1.9,11.9,False
5.0,0.59,1.0238,2.88,0.0,10.0,13.4,True
2.0,0.52,1.0185,3.08,0.0,13.2,16.7,True
7.0,0.6,1.0123,1.67,0.0,2.6,18.7,True
6.0,0.8,1.0186,1.94,0.07,3.0,16.4,False
5.0,0.76,1.0193,2.34,0.69,7.2,16.2,False
6.0,0.73,1.0182,2.28,0.08,5.5,15.9,False
6.0,0.73,1.0189,0.94,0.12,2.0,11.4,False
5.0,0.69,1.0235,2.23,0.09,6.1,9.5,False
2.0,0.61,1.0228,3.02,0.0,11.3,10.1,False
7.0,0.73,1.0153,1.05,0.24,0.8,14.1,False
7.0,0.83,1.0174,1.33,0.05,0.6,15.5,False
7.0,0.76,1.0157,1.35,0.99,1.6,17.1,False
4.0,0.73,1.0213,2.06,0.51,5.6,12.0,False
6.0,0.73,1.0268,1.5,0.02,0.9,11.1,False
8.0,0.91,1.0269,0.57,0.64,0.1,11.7,False
4.0,0.74,1.0169,3.07,0.0,10.6,18.6,True
7.0,0.67,1.0075,2.92,0.29,8.2,19.2,False
8.0,0.82,1.0165,0.5,0.05,0.0,12.5,False
8.0,0.88,1.0203,0.51,0.08,0.0,12.9,False
8.0,0.91,1.021,0.55,0.12,0.0,15.3,False
6.0,0.82,1.015,2.34,0.0,4.8,19.2,True
4.0,0.68,1.0136,2.89,0.0,10.6,21.0,True
4.0,0.68,1.0129,2.79,0.0,10.9,21.6,True
1.0,0.64,1.0107,3.15,0.0,12.8,22.7,True
5.0,0.75,1.0121,1.91,0.82,7.9,19.8,False
5.0,0.67,1.015,2.72,0.0,10.5,23.7,True
6.0,0.64,1.0188,2.79,0.23,8.8,22.9,False
6.0,0.78,1.0201,1.97,0.0,3.0,21.8,True
4.0,0.73,1.0172,2.32,0.0,4.9,22.6,True
4.0,0.66,1.0151,2.5,0.0,6.7,23.5,True
5.0,0.66,1.019,2.9,0.0,8.2,22.1,True
5.0,0.61,1.016,3.04,0.0,12.5,24.7,True
6.0,0.6,1.0188,2.88,0.0,10.3,25.8,True
5.0,0.62,1.0176,2.73,0.0,10.3,24.5,True
6.0,0.64,1.0199,2.36,0.02,8.0,25.0,False
5.0,0.71,1.0182,2.62,0.15,7.6,24.2,False
2.0,0.65,1.0128,3.11,0.0,11.4,23.4,True
2.0,0.58,1.0119,3.12,0.02,11.5,23.6,False
5.0,0.6,1.0205,2.94,0.0,7.6,20.5,True
1.0,0.55,1.0176,3.41,0.0,14.0,20.0,True
2.0,0.45,1.0112,3.4,0.0,14.4,24.5,True
2.0,0.59,1.0165,2.89,0.0,11.0,25.7,True
4.0,0.61,1.0173,2.86,0.0,9.8,23.6,True
5.0,0.65,1.0143,2.54,0.05,6.2,21.6,False
6.0,0.65,1.0141,2.89,0.0,10.4,22.6,True
6.0,0.64,1.0133,2.4,0.0,6.4,22.0,True
3.0,0.58,1.0079,3.1,0.0,13.1,23.8,True
4.0,0.56,1.0043,2.73,0.77,8.4,25.8,False
8.0,0.87,1.0078,0.82,0.83,0.1,15.0,False
5.0,0.58,1.0086,2.84,0.19,7.3,18.7,False
7.0,0.72,1.0131,1.91,0.16,3.2,17.6,False
7.0,0.77,1.0176,1.43,0.38,1.2,14.7,False
5.0,0.67,1.0186,2.08,0.0,5.4,17.3,True
2.0,0.65,1.0194,3.23,0.0,12.1,18.6,True
4.0,0.59,1.0199,3.04,0.0,11.1,21.5,True
5.0,0.58,1.0181,2.84,0.0,9.0,21.7,True
2.0,0.6,1.0182,3.19,0.0,13.1,22.0,True
5.0,0.57,1.018,2.86,0.0,10.7,23.3,True
1.0,0.52,1.0162,3.23,0.0,13.9,22.4,True
1.0,0.46,1.0113,3.26,0.0,14.4,23.7,True
1.0,0.44,1.0089,2.8,0.07,11.9,27.2,False
6.0,0.7,1.0099,1.73,0.4,4.0,23.7,False
7.0,0.58,1.0199,1.54,0.0,3.4,20.6,True
3.0,0.54,1.0219,3.25,0.0,13.3,21.9,True
5.0,0.45,1.013,2.86,0.01,10.4,27.3,False
6.0,0.67,1.0161,1.97,1.38,4.9,23.7,False
3.0,0.61,1.0182,2.52,0.0,7.8,23.5,True
4.0,0.66,1.017,2.5,0.01,8.4,24.0,False
7.0,0.8,1.0166,0.87,0.24,1.3,18.3,False
6.0,0.63,1.0142,2.68,0.0,8.1,21.4,True
5.0,0.58,1.012,2.16,0.0,4.7,24.1,True
8.0,0.85,1.0143,0.53,1.35,0.6,20.2,False
1.0,0.56,1.0232,3.02,0.0,12.4,20.5,True
1.0,0.71,1.0181,2.74,0.0,10.5,21.7,True
2.0,0.64,1.0186,2.92,0.0,13.0,23.9,True
2.0,0.57,1.019,2.96,0.0,12.9,26.6,True
1.0,0.55,1.0202,2.8,0.0,12.8,27.5,True
2.0,0.52,1.0201,2.77,0.0,12.4,28.6,True
3.0,0.52,1.0196,2.45,0.0,8.6,28.2,True
1.0,0.48,1.0184,2.66,0.0,11.4,28.5,True
5.0,0.42,1.0174,2.57,0.0,10.6,27.6,True
2.0,0.45,1.017,2.51,0.0,10.6,28.5,True
0.0,0.42,1.0154,2.68,0.0,11.9,28.6,True
1.0,0.43,1.0175,2.78,0.0,12.6,26.7,True
1.0,0.4,1.0201,2.69,0.0,12.7,28.1,True
3.0,0.39,1.0177,2.56,0.0,11.2,29.0,True
7.0,0.63,1.0151,1.23,0.19,2.3,23.7,False
5.0,0.71,1.0147,1.33,0.0,1.0,21.0,True
5.0,0.63,1.0142,2.44,0.6,7.9,23.6,False
3.0,0.71,1.0144,2.29,0.81,8.3,24.1,False
3.0,0.7,1.0179,2.04,0.23,7.5,21.9,False
2.0,0.59,1.0198,2.62,0.0,11.5,22.4,True
6.0,0.74,1.0179,1.76,0.3,4.4,20.0,False
5.0,0.68,1.0165,2.13,0.0,8.0,22.5,True
1.0,0.55,1.0181,2.59,0.0,11.6,22.3,True
3.0,0.57,1.0152,2.46,0.0,11.1,22.1,True
4.0,0.53,1.0124,2.58,0.0,12.0,21.6,True
2.0,0.49,1.0126,2.5,0.0,12.0,22.3,True
7.0,0.49,1.0111,2.26,0.01,9.7,22.1,False
7.0,0.72,1.0049,1.43,0.29,3.4,19.6,False
7.0,0.83,1.0135,0.78,1.92,0.6,17.3,False
6.0,0.69,1.0199,1.58,0.0,2.5,13.7,True
1.0,0.61,1.0272,2.49,0.0,12.2,13.9,True
0.0,0.57,1.0271,2.47,0.0,12.3,15.0,True
7.0,0.66,1.0216,1.61,0.07,4.8,15.2,False
6.0,0.83,1.0193,1.17,0.23,1.1,17.4,False
6.0,0.83,1.0146,1.45,2.31,3.3,17.9,False
7.0,0.8,1.0093,1.63,0.16,4.5,15.8,False
7.0,0.71,1.0177,1.2,0.27,0.7,15.8,False
1.0,0.67,1.0273,2.19,0.0,11.8,13.3,True
0.0,0.7,1.0252,2.17,0.0,11.6,14.9,True
5.0,0.65,1.0244,2.1,0.0,10.3,14.9,True
4.0,0.63,1.0229,2.07,0.0,11.5,16.7,True
6.0,0.6,1.0212,2.04,0.0,11.0,18.8,True
1.0,0.58,1.0217,1.99,0.0,11.5,18.7,True
3.0,0.57,1.0137,1.77,0.13,9.1,19.1,False
1.0,0.68,1.0261,1.92,0.0,11.0,11.8,True
5.0,0.74,1.0177,1.23,0.01,2.9,14.4,False
7.0,0.91,1.013,0.4,0.78,0.2,14.4,False
2.0,0.7,1.0139,1.73,0.0,10.5,11.3,True
7.0,0.9,1.0109,0.22,1.2,0.0,12.4,False
6.0,0.82,1.0124,1.34,0.6,5.4,17.3,False
8.0,0.89,1.0085,0.25,0.92,0.0,12.8,False
8.0,0.88,1.011,0.43,0.86,0.0,7.2,False
4.0,0.69,1.0176,1.67,0.21,8.2,9.3,False
8.0,0.81,1.0112,0.4,2.5,0.0,8.0,False
6.0,0.67,1.0185,1.16,0.0,4.4,9.3,False
5.0,0.8,1.0245,1.43,0.0,7.8,11.7,False
7.0,0.86,1.0235,0.9,0.0,2.2,10.9,False
5.0,0.82,1.0218,1.23,0.0,5.5,9.9,False
7.0,0.75,1.0236,1.15,0.0,3.4,9.0,False
2.0,0.61,1.0253,1.5,0.0,9.9,8.3,False
2.0,0.71,1.025,1.38,0.0,8.0,6.4,False
4.0,0.75,1.0144,1.29,0.0,8.0,4.5,False
8.0,0.94,0.9997,0.21,1.79,0.0,7.5,False
7.0,0.87,1.0098,0.4,0.15,0.2,5.6,False
3.0,0.8,1.0115,1.21,0.0,6.9,4.7,False
8.0,0.92,1.0086,0.13,1.47,0.0,2.0,False
7.0,0.94,1.0193,0.31,0.06,0.4,-0.3,False
2.0,0.83,1.0246,1.18,0.0,7.4,0.6,False
3.0,0.83,1.0198,1.15,0.0,7.6,1.7,False
0.0,0.76,1.0171,1.12,0.0,7.9,3.9,False
8.0,0.83,0.9856,0.31,0.83,0.0,8.2,False
6.0,0.87,0.9983,0.77,0.03,3.1,9.0,False
5.0,0.76,1.0194,0.56,0.37,1.8,10.5,False
1.0,0.82,1.0311,1.0,0.0,8.4,8.4,False
0.0,0.82,1.031,1.03,0.0,8.4,6.1,False
3.0,0.88,1.0297,0.94,0.0,7.5,5.2,False
3.0,0.74,1.0237,0.89,0.0,6.9,6.2,False
7.0,0.91,1.0209,0.38,0.0,0.0,1.6,False
6.0,0.75,1.0247,0.71,0.0,4.5,6.5,False
5.0,0.79,1.0231,0.78,0.0,4.8,6.6,False
8.0,0.88,1.0232,0.29,0.0,0.0,5.1,False
8.0,0.88,1.0221,0.25,0.99,0.0,5.3,False
7.0,0.85,1.0271,0.29,0.0,0.8,7.7,False
5.0,0.87,1.0237,0.58,0.01,1.0,5.8,False
6.0,0.8,1.018,0.75,0.0,3.6,7.7,False
8.0,0.81,1.0143,0.36,0.96,0.0,9.0,False
6.0,0.82,1.0278,0.5,0.01,1.1,5.5,False
5.0,0.74,1.0299,0.47,0.0,0.7,7.1,False
8.0,0.9,1.0274,0.24,0.0,0.0,6.6,False
5.0,0.88,1.0157,0.71,0.0,6.0,5.8,False
8.0,0.81,1.0119,0.52,0.0,0.4,7.5,False
6.0,0.8,1.0085,0.59,0.0,2.7,8.5,False
4.0,0.83,1.0085,0.47,0.0,0.7,7.8,False
6.0,0.86,1.0122,0.26,0.0,0.0,8.6,False
3.0,0.88,1.0056,0.62,0.0,5.3,7.2,False
8.0,0.9,0.9995,0.12,1.92,0.0,5.6,False
8.0,0.91,1.0114,0.09,0.33,0.0,4.6,False
5.0,0.85,1.0158,0.49,0.0,1.8,4.2,False
7.0,0.84,1.0105,0.22,0.03,0.2,6.0,False
8.0,0.94,1.0144,0.13,0.0,0.0,5.4,False
8.0,0.96,1.0197,0.14,0.0,0.0,4.3,False
7.0,0.87,1.0227,0.27,0.0,0.0,4.6,False
8.0,0.96,1.0284,0.13,0.0,0.0,2.6,False
8.0,0.93,1.0243,0.14,0.11,0.0,2.3,False
0.0,0.77,1.0267,0.61,0.0,5.5,-0.5,False
0.0,0.84,1.0195,0.62,0.0,6.0,-0.7,False
3.0,0.77,1.0212,0.55,0.0,4.7,0.7,False
8.0,0.9,1.0253,0.18,0.0,0.0,5.1,False
8.0,0.8,1.0219,0.18,0.17,0.0,8.1,False
6.0,0.75,1.0164,0.32,0.16,1.6,7.9,False
7.0,0.8,1.0228,0.3,0.11,0.5,3.5,False
4.0,0.79,1.0307,0.53,0.0,3.9,1.8,False
8.0,0.85,1.0241,0.18,0.0,0.0,2.0,False
7.0,0.77,1.021,0.47,0.42,2.5,5.2,False
5.0,0.72,1.0115,0.38,0.75,2.6,6.5,False
2.0,0.76,1.0305,0.54,0.0,2.9,-1.0,False
1.0,0.56,1.0333,0.66,0.0,7.6,-2.1,False
2.0,0.65,1.0308,0.61,0.0,6.5,-2.0,False
6.0,0.73,1.0196,0.6,0.0,5.8,-0.2,False
8.0,0.76,1.0028,0.09,0.04,0.0,4.4,False
3.0,0.73,1.0122,0.52,0.0,4.4,2.1,False
8.0,0.88,1.0141,0.12,0.01,0.0,-0.8,False
8.0,0.93,1.0209,0.1,0.05,0.0,0.1,False
8.0,0.9,1.0148,0.16,0.18,0.0,-0.2,False
8.0,0.94,1.0136,0.09,0.06,0.0,-0.7,False
8.0,0.87,1.0223,0.16,0.0,0.0,-4.2,False
8.0,0.82,1.0256,0.2,0.0,0.0,-0.5,False
4.0,0.83,1.0211,0.59,0.0,5.7,2.8,False
6.0,0.89,1.0136,0.44,1.31,0.1,1.4,False
7.0,0.81,1.0101,0.27,1.16,0.2,7.2,False
7.0,0.84,1.0183,0.46,0.01,1.7,6.3,False
7.0,0.77,1.0078,0.11,0.89,0.0,9.0,False
8.0,0.78,0.9986,0.2,0.98,0.0,10.6,False
7.0,0.72,1.0052,0.41,0.23,0.0,6.6,False
8.0,0.75,1.0043,0.2,1.57,0.0,4.7,False
8.0,0.85,1.0217,0.39,1.75,0.0,-0.2,False
8.0,0.92,1.0121,0.15,0.41,0.0,4.4,False
7.0,0.69,1.0221,0.7,0.0,4.5,0.0,False
3.0,0.63,1.0194,0.74,0.0,6.5,0.8,False
6.0,0.77,1.0173,0.58,0.14,1.5,-0.4,False
5.0,0.84,1.0168,0.44,0.05,1.8,2.1,False
7.0,0.86,1.0029,0.33,1.15,1.0,0.0,False
8.0,0.91,1.0021,0.26,0.39,0.0,0.7,False
6.0,0.7,1.01,0.52,0.01,1.4,-0.3,False
5.0,0.68,1.0207,0.91,0.0,7.7,-1.4,False
6.0,0.62,1.0174,0.97,0.01,6.7,3.3,False
4.0,0.56,1.0251,0.84,0.0,5.3,9.9,False
7.0,0.64,1.0291,0.64,0.0,0.6,8.9,False
7.0,0.69,1.0334,0.92,0.0,6.8,6.9,False
7.0,0.7,1.0346,0.98,0.0,5.3,5.9,False
3.0,0.64,1.0331,0.98,0.0,7.7,7.1,False
7.0,0.62,1.0255,0.96,0.01,6.1,8.6,False
5.0,0.68,1.0342,1.09,0.0,8.3,2.5,False
6.0,0.72,1.0341,1.04,0.06,7.2,1.0,False
8.0,0.84,1.0277,0.28,0.49,0.0,2.4,False
7.0,0.87,1.032,0.44,0.0,0.2,3.3,False
5.0,0.79,1.0265,0.96,0.0,4.2,3.7,False
8.0,0.79,1.0245,0.54,0.0,0.6,5.0,False
3.0,0.83,1.026,0.99,0.0,5.1,3.9,False
5.0,0.78,1.0272,0.71,0.0,1.6,3.4,False
8.0,0.67,1.014,0.16,0.0,0.0,1.6,False
2.0,0.67,1.0181,1.26,0.0,7.1,1.8,False
8.0,0.77,1.0105,0.59,0.0,1.2,1.5,False
8.0,0.9,1.0061,0.3,1.86,0.0,3.9,False
7.0,0.87,1.0134,0.68,0.18,2.4,-0.7,False
3.0,0.67,1.0116,1.47,0.0,8.1,-1.9,False
6.0,0.74,1.0046,0.7,0.0,0.3,-0.3,False
2.0,0.63,1.0015,1.62,0.0,9.1,-1.6,False
5.0,0.62,1.0054,1.45,0.0,8.6,-1.8,False
7.0,0.69,1.0154,1.07,0.0,1.1,-0.9,False
7.0,0.67,1.027,0.79,0.0,0.9,-1.2,False
7.0,0.71,1.0335,0.77,0.0,0.8,-1.7,False
3.0,0.62,1.0322,1.65,0.0,9.6,3.0,False
8.0,0.6,1.0258,0.75,0.0,0.4,1.8,False
8.0,0.74,1.019,0.43,0.55,0.0,3.0,False
8.0,0.83,1.0199,0.32,0.06,0.0,4.2,False
7.0,0.73,1.0237,0.97,0.18,1.9,3.6,False
8.0,0.84,1.0262,0.58,0.13,0.4,2.1,False
5.0,0.67,1.026,1.64,0.0,6.6,1.7,False
8.0,0.81,1.0215,0.94,0.0,1.1,-0.4,False
6.0,0.81,1.0204,0.56,0.0,0.4,0.1,False
8.0,0.76,1.0158,0.64,0.4,0.1,3.5,False
8.0,0.88,1.0211,0.4,1.74,0.0,6.2,False
5.0,0.82,1.0301,1.3,0.11,4.0,8.0,False
5.0,0.69,1.034,1.88,0.0,9.3,9.5,False
5.0,0.62,1.0332,1.83,0.0,11.0,11.4,True
0.0,0.54,1.0296,1.83,0.0,9.9,13.8,True
7.0,0.58,1.0246,0.94,0.0,1.0,12.4,False
8.0,0.64,1.0206,0.79,0.0,0.0,14.0,False
6.0,0.62,1.015,0.87,0.06,0.9,11.2,False
3.0,0.7,1.0152,1.31,0.36,4.7,6.7,False
8.0,0.8,1.0117,0.93,0.09,0.4,5.1,False
8.0,0.82,1.0134,0.52,0.33,0.0,4.7,False
8.0,0.87,1.0163,0.47,0.11,0.0,2.5,False
7.0,0.63,1.0159,0.65,0.0,0.4,2.1,False
0.0,0.56,1.0187,2.27,0.0,11.6,7.4,False
3.0,0.56,1.0133,2.14,0.0,9.2,9.3,False
2.0,0.55,1.0119,2.07,0.0,9.2,12.2,True
1.0,0.55,1.0103,2.23,0.0,11.4,12.9,True
5.0,0.61,1.0119,1.91,0.22,5.5,13.1,False
6.0,0.66,1.0236,1.83,0.0,4.7,11.9,False
7.0,0.72,1.0236,0.85,0.08,1.1,9.9,False
7.0,0.65,1.0186,1.55,0.47,3.0,9.7,False
8.0,0.8,1.0097,0.86,0.6,0.7,5.4,False
6.0,0.8,1.0119,1.19,0.19,2.7,4.7,False
7.0,0.76,1.0149,1.23,0.16,1.8,6.7,False
7.0,0.74,1.0114,0.91,0.04,0.3,6.0,False
8.0,0.74,1.0121,0.82,0.0,0.0,6.2,False
8.0,0.79,1.0179,0.84,0.02,0.3,6.8,False
3.0,0.64,1.0192,1.82,0.0,5.0,7.4,False
7.0,0.66,1.0188,1.15,0.0,1.4,7.2,False
4.0,0.62,1.019,2.4,0.0,9.5,8.0,False
3.0,0.66,1.0058,1.36,0.0,2.3,11.0,True
6.0,0.66,0.9974,2.24,0.12,7.0,12.0,False
7.0,0.6,1.001,1.25,0.0,3.9,8.0,False
6.0,0.68,1.0091,1.58,0.0,3.5,9.4,False
7.0,0.57,1.0143,2.67,0.0,12.2,15.7,True
7.0,0.55,1.0135,2.62,0.0,10.6,16.1,True
8.0,0.81,1.019,0.97,0.0,0.0,13.0,False
5.0,0.63,1.0227,2.23,0.0,6.0,12.4,False
4.0,0.55,1.0232,2.36,0.0,7.7,10.5,False
3.0,0.52,1.0175,2.92,0.0,12.7,12.7,True
7.0,0.68,1.0017,2.22,0.0,4.9,14.8,True
6.0,0.72,1.0087,1.73,0.13,3.1,12.3,False
7.0,0.68,1.0039,1.93,0.03,5.1,13.9,False
8.0,0.72,0.9948,1.29,1.14,0.4,13.6,False
8.0,0.81,0.9917,0.89,0.25,0.0,8.5,False
8.0,0.86,0.9972,0.73,0.9,0.0,7.5,False
8.0,0.67,1.0048,0.82,0.15,0.0,8.8,False
8.0,0.78,1.0091,0.26,0.02,0.0,7.3,False
2.0,0.66,1.0159,3.07,0.0,10.8,13.6,True
6.0,0.77,1.0142,2.19,0.0,5.9,12.6,True
8.0,0.75,1.0166,0.86,0.0,0.0,10.0,False
8.0,0.68,1.0216,1.9,0.0,2.5,12.5,False
3.0,0.62,1.025,2.89,0.0,10.1,13.7,True
1.0,0.55,1.023,3.24,0.0,13.9,16.5,True
2.0,0.55,1.0227,3.18,0.0,13.3,19.2,True
4.0,0.55,1.017,3.16,0.11,13.6,19.7,False
8.0,0.82,1.014,1.14,1.33,1.1,13.9,False
8.0,0.87,1.0208,0.53,0.4,0.4,8.6,False
1.0,0.57,1.0236,3.38,0.0,14.3,11.4,True
2.0,0.53,1.0195,3.35,0.0,13.5,13.6,True
8.0,0.81,1.0201,1.26,0.11,0.1,13.0,False
2.0,0.6,1.0229,2.72,0.0,8.2,13.9,True
4.0,0.52,1.0229,3.4,0.0,14.3,15.4,True
7.0,0.52,1.0203,3.12,0.21,10.8,16.7,False
6.0,0.74,1.0195,1.94,0.16,3.1,16.0,False
8.0,0.9,1.0168,0.76,0.98,0.0,13.8,False
8.0,0.86,1.0187,1.19,2.26,0.1,14.7,False
8.0,0.83,1.0211,1.82,0.08,0.9,15.1,False
7.0,0.84,1.0176,1.33,0.48,0.6,15.0,False
3.0,0.7,1.0187,2.93,0.0,9.1,16.1,True
1.0,0.61,1.0203,3.39,0.0,14.7,18.8,True
2.0,0.6,1.0211,3.05,0.0,12.1,21.3,True
4.0,0.58,1.021,3.21,0.0,13.5,23.5,True
7.0,0.59,1.0194,2.91,0.0,11.8,24.3,True
8.0,0.89,1.0203,0.65,1.66,0.4,18.0,False
5.0,0.68,1.0209,2.76,0.02,7.7,17.2,False
6.0,0.74,1.0259,2.25,0.16,4.6,14.8,False
6.0,0.69,1.0255,2.49,0.0,5.8,16.4,True
6.0,0.7,1.0179,1.79,0.02,5.2,16.9,False
2.0,0.62,1.0143,3.41,0.0,14.7,17.8,True
4.0,0.61,1.0084,3.0,0.0,9.4,18.8,True
7.0,0.68,1.0087,2.2,0.0,3.4,14.5,True
7.0,0.63,1.0139,2.11,0.05,4.1,15.5,False
8.0,0.82,1.0158,1.38,0.65,1.8,16.0,False
7.0,0.69,1.0115,1.46,0.24,2.5,19.4,False
3.0,0.56,1.0156,3.26,0.01,10.6,17.9,False
5.0,0.59,1.0195,3.0,0.0,9.1,17.5,True
4.0,0.57,1.0215,2.96,0.0,10.7,17.7,True
5.0,0.55,1.0243,2.85,0.0,9.0,21.6,True
3.0,0.5,1.0244,3.41,0.0,12.9,19.2,True
7.0,0.61,1.0158,1.49,0.0,0.3,19.2,True
6.0,0.63,1.0175,1.77,0.02,3.3,17.2,False
4.0,0.59,1.0197,3.02,0.0,8.3,17.5,True
2.0,0.53,1.0174,3.35,0.0,13.7,19.5,True
7.0,0.75,1.0184,1.35,0.79,1.4,18.4,False
7.0,0.75,1.0195,2.17,0.01,3.8,18.1,False
7.0,0.76,1.0125,1.51,0.0,2.9,19.8,True
7.0,0.84,1.0124,1.03,1.28,0.8,16.5,False
6.0,0.72,1.0184,1.97,0.1,3.6,13.8,False
2.0,0.66,1.0211,3.14,0.0,12.4,16.2,True
7.0,0.66,1.0194,2.42,0.0,5.4,20.2,True
1.0,0.67,1.0164,3.22,0.0,14.4,22.1,True
5.0,0.64,1.0158,2.02,0.0,4.7,24.2,True
5.0,0.64,1.0179,2.61,0.0,8.5,22.2,True
6.0,0.8,1.0151,1.83,0.5,4.9,20.3,False
6.0,0.72,1.0164,2.5,3.14,9.0,23.1,False
3.0,0.7,1.0181,2.97,0.0,12.4,23.9,True
5.0,0.69,1.0187,2.13,0.11,5.8,24.6,False
7.0,0.8,1.0218,1.36,0.03,1.6,20.7,False
5.0,0.63,1.0189,2.85,0.0,10.7,20.5,True
7.0,0.7,1.0167,1.26,0.01,0.4,16.9,False
2.0,0.7,1.0189,2.51,0.0,8.6,17.5,True
0.0,0.6,1.0179,3.12,0.0,13.7,18.3,True
3.0,0.54,1.018,2.82,0.0,12.2,22.9,True
5.0,0.55,1.019,2.48,0.0,8.6,23.5,True
1.0,0.56,1.0161,2.87,0.0,12.8,24.5,True
1.0,0.58,1.0133,2.87,0.0,12.8,24.3,True
5.0,0.61,1.0101,2.36,0.46,8.0,23.6,False
